stringa cercata;limite shared mem;thread per blocco;blocchi per SM;ripetizione;dimensione file;throughput
unevenstring;32;224;6;1;7000;222425212121,21
unevenstring;32;224;6;2;7000;222425212121,21
unevenstring;32;224;6;3;7000;222425212121,21
unevenstring;32;224;6;4;7000;229376000000,00
unevenstring;32;224;6;5;7000;222425212121,21
unevenstring;32;224;6;6;7000;222425212121,21
unevenstring;32;224;6;7;7000;222425212121,21
unevenstring;32;224;6;8;7000;229376000000,00
unevenstring;32;224;6;9;7000;229376000000,00
unevenstring;32;224;6;10;7000;229376000000,00
unevenstring;32;224;6;11;7000;229376000000,00
unevenstring;32;224;6;12;7000;229376000000,00
unevenstring;32;224;6;13;7000;229376000000,00
unevenstring;32;224;6;14;7000;222425212121,21
unevenstring;32;224;6;15;7000;222425212121,21
unevenstring;32;224;6;16;7000;222425212121,21
unevenstring;32;224;6;17;7000;222425212121,21
unevenstring;32;224;6;18;7000;222425212121,21
unevenstring;32;224;6;19;7000;222425212121,21
unevenstring;32;224;6;20;7000;222425212121,21
unevenstring;32;224;6;21;7000;222425212121,21
unevenstring;32;224;6;22;7000;222425212121,21
unevenstring;32;224;6;23;7000;222425212121,21
unevenstring;32;224;6;24;7000;222425212121,21
unevenstring;32;224;6;25;7000;222425212121,21
unevenstring;32;224;6;26;7000;222425212121,21
unevenstring;32;224;6;27;7000;222425212121,21
unevenstring;32;224;6;28;7000;229376000000,00
unevenstring;32;224;6;29;7000;222425212121,21
unevenstring;32;224;6;30;7000;222425212121,21
unevenstring;32;256;6;1;7000;229376000000,00
unevenstring;32;256;6;2;7000;222425212121,21
