thread;rep;throughput;target_string;file_size 
11;4;4.31513e+09;unevenstring;4000 
11;5;4.36907e+09;unevenstring;4000 
11;6;4.31513e+09;unevenstring;4000 
11;7;4.04465e+09;unevenstring;4000 
11;8;4.32402e+09;unevenstring;4000 
11;9;4.21962e+09;unevenstring;4000 
11;10;4.17759e+09;unevenstring;4000 
12;1;4.29304e+09;unevenstring;4000 
12;2;4.39655e+09;unevenstring;4000 
12;3;4.44783e+09;unevenstring;4000 
12;4;4.2799e+09;unevenstring;4000 
12;5;4.31957e+09;unevenstring;4000 
12;6;4.44312e+09;unevenstring;4000 
12;7;4.49069e+09;unevenstring;4000 
12;8;4.29744e+09;unevenstring;4000 
12;9;4.36452e+09;unevenstring;4000 
12;10;4.16515e+09;unevenstring;4000 
13;1;4.35546e+09;unevenstring;4000 
13;2;4.43373e+09;unevenstring;4000 
13;3;4.42904e+09;unevenstring;4000 
13;4;4.50033e+09;unevenstring;4000 
13;5;4.64485e+09;unevenstring;4000 
13;6;4.39194e+09;unevenstring;4000 
13;7;4.42904e+09;unevenstring;4000 
13;8;4.44312e+09;unevenstring;4000 
13;9;4.50033e+09;unevenstring;4000 
13;10;4.44783e+09;unevenstring;4000 
14;1;4.79897e+09;unevenstring;4000 
14;2;4.83772e+09;unevenstring;4000 
14;3;4.48589e+09;unevenstring;4000 
14;4;4.66552e+09;unevenstring;4000 
14;5;4.29304e+09;unevenstring;4000 
14;6;4.84891e+09;unevenstring;4000 
14;7;4.38735e+09;unevenstring;4000 
14;8;4.70741e+09;unevenstring;4000 
14;9;4.59398e+09;unevenstring;4000 
14;10;4.65517e+09;unevenstring;4000 
15;1;4.87143e+09;unevenstring;4000 
15;2;4.73398e+09;unevenstring;4000 
15;3;4.90562e+09;unevenstring;4000 
15;4;4.6142e+09;unevenstring;4000 
15;5;4.59398e+09;unevenstring;4000 
15;6;4.70213e+09;unevenstring;4000 
15;7;4.77711e+09;unevenstring;4000 
15;8;4.55408e+09;unevenstring;4000 
15;9;4.77168e+09;unevenstring;4000 
15;10;4.70741e+09;unevenstring;4000 
16;1;5.09636e+09;unevenstring;4000 
16;2;4.94029e+09;unevenstring;4000 
16;3;4.53438e+09;unevenstring;4000 
16;4;4.89417e+09;unevenstring;4000 
16;5;4.65e+09;unevenstring;4000 
16;6;4.58394e+09;unevenstring;4000 
16;7;4.41041e+09;unevenstring;4000 
16;8;4.75545e+09;unevenstring;4000 
16;9;4.52949e+09;unevenstring;4000 
16;10;4.89989e+09;unevenstring;4000 
1;1;7.24572e+08;unevenstring;6000 
