stringa cercata;thread per blocco;blocchi per SM;ripetizione;dimensione file;throughput
unevenstring;96;13;18;2000;174762666666,67
unevenstring;96;13;19;2000;190650181818,18
unevenstring;96;13;20;2000;174762666666,67
unevenstring;96;13;21;2000;174762666666,67
unevenstring;96;13;22;2000;190650181818,18
unevenstring;96;13;23;2000;190650181818,18
unevenstring;96;13;24;2000;174762666666,67
unevenstring;96;13;25;2000;174762666666,67
unevenstring;96;13;26;2000;174762666666,67
unevenstring;96;13;27;2000;174762666666,67
unevenstring;96;13;28;2000;174762666666,67
unevenstring;96;13;29;2000;174762666666,67
unevenstring;96;13;30;2000;174762666666,67
unevenstring;96;14;1;2000;190650181818,18
unevenstring;96;14;2;2000;174762666666,67
unevenstring;96;14;3;2000;174762666666,67
unevenstring;96;14;4;2000;174762666666,67
unevenstring;96;14;5;2000;174762666666,67
unevenstring;96;14;6;2000;174762666666,67
unevenstring;96;14;7;2000;174762666666,67
unevenstring;96;14;8;2000;174762666666,67
unevenstring;96;14;9;2000;174762666666,67
unevenstring;96;14;10;2000;174762666666,67
unevenstring;96;14;11;2000;174762666666,67
unevenstring;96;14;12;2000;174762666666,67
unevenstring;96;14;13;2000;174762666666,67
unevenstring;96;14;14;2000;174762666666,67
unevenstring;96;14;15;2000;174762666666,67
unevenstring;96;14;16;2000;174762666666,67
unevenstring;96;14;17;2000;174762666666,67
unevenstring;96;14;18;2000;174762666666,67
unevenstring;96;14;19;2000;174762666666,67
unevenstring;96;14;20;2000;174762666666,67
unevenstring;96;14;21;2000;174762666666,67
unevenstring;96;14;22;2000;174762666666,67
unevenstring;96;14;23;2000;174762666666,67
unevenstring;96;14;24;2000;174762666666,67
unevenstring;96;14;25;2000;174762666666,67
unevenstring;96;14;26;2000;174762666666,67
unevenstring;96;14;27;2000;174762666666,67
unevenstring;96;14;28;2000;174762666666,67
unevenstring;96;14;29;2000;174762666666,67
unevenstring;96;14;30;2000;174762666666,67
unevenstring;96;15;1;2000;174762666666,67
unevenstring;96;15;2;2000;190650181818,18
unevenstring;96;15;3;2000;174762666666,67
unevenstring;96;15;4;2000;174762666666,67
unevenstring;96;15;5;2000;174762666666,67
unevenstring;96;15;6;2000;174762666666,67
unevenstring;96;15;7;2000;161319384615,38
unevenstring;96;15;8;2000;174762666666,67
unevenstring;96;15;9;2000;174762666666,67
unevenstring;96;15;10;2000;161319384615,38
unevenstring;96;15;11;2000;174762666666,67
